Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
Any time is fine as long as it's on Saturday.|There is only one train that would meet your criteria closely and it leaves at 11:50 and arrives  in Ely at 12:07. may I book that for you?
Yes, please. I will need 8 tickets, and please give me the reference number once you book.|First, may I confirm that your departure site is Cambridge?
That is correct.|I have successfully booked you 8 tickets. Your reference number is 0YY5WZQ6. Is there anything else you need?
I also need a Thai restaurant in the moderate price range.|I'm sorry, but there are no restaurants that meet your criteria. Would you like to broaden your search?
What about a restaurant that serves european food? I'd like the phone no. and postcode to that, please.|There are 5 places that serve European. Did you prefer modern European, or just European food in general?
Just european food in general, please.|How about the Galleria? Their phone number is 01223362054 and the address is 33 Bridge Street, the postcode is cb21uw
Sounds lovely. Thank you so much for all of your help!|Thank you for using this system.
I'm looking for a train that goes to Cambridge on Saturday|Would you like to leave or arrive by a certain time?
I would like to leave after 21:30.|Where will you be departing from?
I will be departing from broxbourne.|We have 3 options that meet your criteria. All depart within an hour of each other starting at 21:32. Would you like me to book one of them for you?
Yes, whichever train has seats available for 7 people.|Your booking was successful, the total fee is 100.24 GBP payable at the station.  The train departs at 21:32. Your reference# is UZFW2TAQ. Is there anything else?
No that's all thanks|Okay, have a good day then
Will need a train to arrive by 17:45  and should leave on Friday|There are 252 trains that fit that criteria. Where are you departing from and headed to?
I am in Broxbourne and need to travel to Cambridge on Friday.|There are a total of 12 trains that fit that criteria. Would a train that departs at 15:32 and arrives by 16:32 work for you?
Yes that will work. Could you please reserve tickets for 4 and provide the reference number too?|4 tickets are booked, your reference number is 41TU2A6G
Thank you.  I am also looking for a place to stay.  A hotel in the centre.|There are 3 hotels in center. Is there a price range you prefer?
In the moderate price range|In the moderate price range there is only the cityroomz hotel. Would you like to book a room?
Yes. For Friday, I'd like to book 4 people for 2 nights at the cityroomz. Please give me a reference number.|Your booking is successful the reference number is FP3FUS6E.
Thank you so much for all of your help. Have a great day.|You are very welcome! I am glad I was able to help, thank you for using our service and I hope we see you again.
Could you help me find a place to stay with free parking and free wifi?|I love the acorn guest house.  Need me to book a room?
Can you tell me a little bit about the Acorn first?|It is a guesthouse located in the north, at a moderate price range. It is rated 4 stars. Would you like to book a room?
No, I don't really like the north side - do you have any guesthouses in the east with free parking and wifi?|What kind of price would you like to pay?  I have 5 available with cheap to moderate for price ranges.
I will take a cheaper one please.|The allenbell guesthouse have everything you are looking for. It is within your price range, on the east side with free wifi and parking. Would you like me to book it?
Yes, I would need 5 people for 5 nights starting thursday, can they accommodate me?|They can accommodate you! Here is your reference number BS2C1Q5X. Is there anything else I can do to help you?
I am also looking for a train to Cambridge from Stansted Airport on Thursday. I would need to arrive by 14:00.|TR3637 will arrive at 13:52 would that work?
Yes, that's wonderful! I need 5 tickets please.|Booking was successful, the total fee is 50.5 GBP payable at the station . Reference number is : D7VF1LOX.
Great that's all I needed today thank you.|Thank you for contacting the Cambridge TownInfo centre. Goodbye
Yes, hi. I am looking for a train to get me out of Cambridge to someplace fun. Can you help me with that?|Of course! Do you know your destination?
Yes, I would like to go to Peterborough. I want to travel on Friday and get there by 21:30.|Is there a time you would like to leave?
I just need to get there by 21:30.|Okay I have a train would you like a ticket to hogwarts?
To Peterborough, please, for 4 people. I need to arrive by 21:30.|I have booked it and the reference is GKJEBZN9.
Thanks, I also need a place to stay in Cambridge. I don't care about free parking, though.|there are so many places. which side do you prefer?
I would like to stay in the south please.|Rosa's Bed and breakfast is a 4 star guesthouse in the South part of town in the cheap price range including free Internet and parking.
Thank you. What is the postcode?|The post code is  cb22ha. Can I assist you with anything else?
No thank you! That will be all!|It was a pleasure assisting you today. Good-bye.
I need a thursday train that arrives by 8:30.|Where are you leaving from and going to?
I need to go from cambridge to stevenage.|You have two options; TR2016 departs at 05:21 and TR4376 departs at 07:21. Would you be interested in either of these?
Either one is fine. I need 8 tickets please.|Would you like a reference number?
Yes I would like the reference number, can you also give me information about Cherry Hinton Hall and Grounds?|It is located on Cherry Hinton Road and phone is 01223446104 is there any thing else
I need a one bed hotel room near Cambridge on Friday. Can you assist?|You chose attraction and the hotels will not come up. I can assist with attractions.
I would like a recommend for an attraction to visit in the Centre please.|It depends on what you like - do you like museums? Colleges? Music? Let me know so I can recommend something
I'm not particular. I'm just looking for something to do. Is there something that you could recommend as a you don't want to miss while your in town thing?|We have a great cinema here in town. It is called Vue Cinema. It's in the centre of town. Would that sound like something you would be interested in?
Yes, can I get the address and phone number?|Sure! They are located at The Grafton Centre, East Road, and their phone number is 08712240240. Can I help you with anything else?
I am also interested in finding a train to Cambridge from Norwich on Thursday.|We have 19 trains that meet your criteria. Would you like to narrow it down by departure time or arrival time?
i need the train to leave after 15:30.|I have a total of nine entries. Would you like to narrow it down? Or I have a train at 15:36, or 16:36 as well?
15 36 is good. book for 5 please|I've got your tickets booked.    Need a place to stay?
May I have the reference number?|I will get that reference number for you.
Okay...do you have the reference number yet?|Can you book it for me and get a reference number ?
I would like information on museums to visit in the centre of town.|There are 11 museums in the centre of town. Is there a particular museum you are interested in?
Which one do you recommend? Can i have the address and phone number?|I'd recommend the Castle Galleries their phone number is 01223307402 and address is unit su43, grande arcade, saint andrews street
Thanks! I also need a train to Broxbourne on Saturday.|Sure. Where are you departing from and when did you want to arrive?
I am departing from Cambridge and don't care what time I arrive as long as I depart after 21:30 from broxbourne.|The TR5034 departs from cambridge at 22:01.
I think that one is a good bet. Can you book it for me?|How many tickets do you need?
I've got a group of 8 people in all.|You are booked for 8.  Your total fee is 114.56 GBP.  TR5034 departs from cambridge at 22:01 and arrives in broxbourne by 23:01.
What is the reference number?|The reference number is UWNPYQIB.
I was wondering if you could help me in finding a train to the airport.|Sure.  Where will you be leaving from?
I will need to leave from Cambridge if that's ok|What day are you travelling?
On Wednesday. I need the train to arrive by 19:15.|I have a train that arrives earlier at 18:08 and one that arrives just before your specified time at 19:08.
I'd like to book 3 tickets on the train arriving at 19:08, please. And would it be possible to have a reference number for the booking?|OK, you have 3 tickets reserved on TR4447, departing Cambridge at 18:40, arriving Stansted at 19:08. Total fee is 30.29 GBP. Reference #5VRJSMSE. Will that be all today?
Yes, it will. Thanks so much. Have a nice day.|You are very welcome.  Enjoy your day too.  Bye.
I am looking for a 4 star hotel with free wifi.|There are three matching hotel of that description, do you have a set price range to narrow down the options?
I would also like free parking|Huntingdon marriott hotel is available, would you like to try that?
What is their address?|The address is Kingfisher Way, Hinchinbrook Business Park, Huntingdon, postcode pe296fl.
Ok great. I need to get a train ticket going too kings lynn on friday. Can you help me?|Looks like there are 19 trains leaving that day. Do you have a time you would like to arrive?
I need a train that leaves afer 21:15 and departs from cambridge.|Train TR0394 leaves at 22:11. Would you like me to book it for you?
Yes, for just myself please.|You are all set.  Reference KKPNSQA3.  The total fee is 9.80 pounds which is payable at the station.  Anything else I can help with?
No thank you.  That's all I needed.  Good bye.|Have a great day.
I'm looking for a restaurant called pizza express Fen Ditton, do you have any information on it?|Yes, What would you like to know about it?
Can you tell me if they have a table for 8 available at 12:45 Monday?|Yes they certainly do. I made you a reservation for Monday and your reference number is 8V5QECRH.
Wait, I need to change the booking to friday.|No problem; I've updated your reservation to Friday. Your new reference number is RJQO3OZ0. Can I help with anything else?
Yes, I also need a train after 18:15 on Saturday.|Sure I can help you with that.  Where would you like to depart from?
I'm leaving from cambridge, and I need to go to bishops stortford.|The TR4673 leaves at 19:29, you'll arrive by 20:07. Would you like to book it?
Yes, I would like to reserve seats on that train. Same group from the restaurant.|Thank you for all your information. Enjoy your lunch at Pizza Express Fen Ditton.
Thank you very much!|enjoy your stay in Cambridge!
I'm looking for information on trains from Broxbourne to Cambridge.|There are many trains departing throughout the day, which day were you looking to leave?
Tursday, leaving after 17:00, please.|The TR1828 departs Broxbourne at 17:32, arrives in Cambridge at 18:32. Would you like to book a ticket?
Yes please.  I would like a booking for 5 people and the reference number once the booking has been confirmed.|Reference number is : VRSU89VK. at the  price of 89.5 GBP
I'm also looking for a college to see in the centre area. Can you give me some matches to this criteria?|I have 13 colleges listed in the centre. Christ's college and downing college both have free admission.
Christ's college sounds perfect. Can I get the postcode and phone number please?|Yes. The phone number is 01223334900 and the postcode is cb23bu.
That's all I need. Thanks.|You're welcome. Have a great day!
Hello, I'm looking for a train departing from ely.|Okay, sure  I'd be happy to help. Did you have a specific destination or date in mind?
Yes I want to arrive in Cambridge on Tuesday.|What time would you like to depart and/or arrive?
I need to depart from ely and arrive in cambridge by 17:15|There are 6 available trains that will arrive in Cambridge by that time. There is 5:52, 7:52, 9:52, 11:52, 13:52 and 15:52. Which would you like?
The 5:52 will be fine. Please book it for five people.|Sure, you reference number is 5CAOA9FN. Is there anything else i can do for you today?
Awesome. I'm also looking for places to go in the centre. Can you get me the entrance fees to these places?|I have 79 places for you to go. Can you help me narrow your search by specifying what type of place you would like information on?
I would like an attraction in the centre please.|Okay, that narrows it down to 44.  Is there any specific place you'd like to go to?
Do you have any museums?|There are 11 museums in the area, would you be interested in the whipple museum of the history of science?
Sure, the history of science sounds cool. How much is the entrance fee for it?|It actually has no entrance fee, would you like the address?
Yes, I think that's the last thing I'll need.|The address is free school lane. Is there anything else I can help you with?
Thanks, that's all I need. Have a nice day.|Thank you for using our service!
I would like to find out about going to a park in the west.|There are no parks in the west. Would you like me to look in another area, or for a different attraction?
What about a museum on the west side?|Sure. There are 7 options.  Do you have any preference as far as entrance fee?
Free is great for entrance fee. I'll just need the postcode.|Cafe Jello gallery is free. Their postcode is cb30af.
I'm also looking for a train to leave after 12:30|there is a train leaving for london kings cross at 13:00, would you like me to book a seat for you?
No, thank you - were you just going to book a random day for me?|Where are you traveling from and your destination? Also what day?
I need to go Cambridge from London Liverpool street on Thurday, please.|Okay! How about the 13:59 train? It's the earliest one after 12:30.
THat sounds great, can I please get 6 tickets?|I booked you 6 tickets on the TR4187. Your reservation is OQ5TX031. A total of 99.6 GBP is due at the station. Is there anything else I can help you with?
No thank you. You've been very helpful. Have a great day!|thank you for using this service good bye
Hello! Are there any cheap restaurants in the centre?|There are 15! Are you looking for a particular type of cuisine?
No just one that I can book for friday would be good.|What time would you like to book and for how many people?
16:00 on Friday please for 6 people.|zizzi cambridge is an italian restaurant in the centre, shall I book?
Yes, can I also get the reference number?|Your reference number is AZ5ZZKQ0.
Thank you, I also am looking for a train that goes from cambridge to stansted airport|I can help you with that.  What is the date and time you need to travel?
I need to arrive by 09:45 Saturday.|I can get you on one at 8:40. Would you like me to book it?
Yes, please. For 6 people.|I can book you on TR5580 which will leave cambridge at 08:40 and arrive at stansted airport b 09:08.  How many shall I book it for?
I would need 6 tickets please and the reference number.|The total fee is 48.48 GBP and is payable at the station. The reference number is  J1U2HA9U.
Thank you. That'll be all!|Thank you for using Cambridge TownInfo centre. Please consider us for your future travel needs.
I need a train to Cambridge please. I plan to leave out on Tuesday|Sure, no problem. Where are you heading in from?
I am leaving peterborough.|What time do you need to travel?
I need to leave after 14:15|TR9964 departs peterborough at 14:19, or there is also a later one that leaves at 14:48. Do either of these suit your needs?
Um, the one at 14:48 please. Could you book it for 6 people?|Your train is book it will cost 99 GBP and payable at station. Your reference number is 7ZNQOMB8. Anything else you may need?
Yes. I'm looking for a restaurant called Gourmet Burger Kitchen. Can you tell me the price range and area that's in?|I sure can. Gourmet Burger Kitchen is on the expensive side and it's located in the center area of town. Anything else today?
No, that's it. Thanks for your help. Goodbye.|Thank you for using the Cambridge TownInfo centre. Goodbye
I sure hope so. A friend recommended the Alexander Bed and Breakfast. What can you tell me about it?|It is a wonderful guesthouse located in the centre of town. It has a 4 star rating and offers both free parking and free internet. Would you like assistance booking?
That sounds like a great place! What's the address?|The address is 56 saint barnabas road.
I will also need a train on Tuesday.|There are several for Tuesday. Did you have a particular departure and arrival times?
I need the train to depart from Leicester and arrive in Cambridge by 10:15.  I am open on departure time.|Can you book it for me and get a reference number ?
I'm looking for a train that will depart from bishops stortford and that will arrive by 11:45. I'm looking forward to a good lunch in Cambridge!|There is a train everday that arrives at 10:07
ok thank you, lets book that one|How many seats would you like to book on TR9178?
I would need seats for 5 people please.|I have you booked on TR2083 arriving in Cambridge at 10:07.  It will cost 50.5 payable at the station.  Reference EEBGS9FF.
Thank you. Can you also help me find a good Italian eatery? I'd like it to be moderately priced, please.|Sure, I can help you with that.  What section of town were you looking for?
The area doesn't matter. Please recommend a good place if you could. I need a table booked for 5 people at 16:45 on Tuesday.|My all time favorite italian food place is Prezzo. It is located in the west. Would you like me to reserve you a table?
yes, it'll be for the same group of people.|For what day and time is the reservation for 5?
Same day tuesday, lets try for 16:45, get a little ahead of the dinner crowd.|Your reference number for your reservation is 7E1MPES0 and they will hold the table for 15 minutes. Is there anything else that I may assist you?
That is all, thank you very much|You're welcome, have a great day!
I need to find a train leaving Cambridge on Wednesday.|I'd be happy to help you find a train. What is your destination?
I am looking to go to norwich.|I have many trains for you. Did you have a departure or arrival time in mind?
The train should arrive by 21:30|TR7855 will arrive at 20:55 if that works for you
That sounds goo. Can you book for 4 people?|Your booking was successful. The total fee will be 70.4 GBP and your reference number is K82OYK3I. Can I help you with anything else?
I am also looking for a restaurant on the east side of town.|There are several to choose from. The Grafton Hotel Restaurant serves classic British fare, but is on the expensive side. Does that sound good or were you looking for something else?
Yes it sound good, can you book table for 4 people at 16:30 on Wednesday?|Booking was successful. The table will be reserved for 15 minutes. Your reference number is: 57035G2J. Is there anything else I can help you with?
That's it. Thank you for your help.|Enjoy your train ride and dinner!
Hello, I'm looking for a place to go in the north. Could you suggest some places?|Milton Country Park is in the north and has free admission.
Can I get the phone number please?|Absolutely. Their phone number is 01223420060. Is there anything else I can assist you with?
Yea I also need a train that goes to cambridge and should leave after 17:30.|What day will you be traveling, and where would you like to depart from?
I'm leaving Kings Lynn on Wednesday.|Is there a time you would liek to arrive by?
Arrival time does not matter, just leave after 17:30|How many people would you like to book?
I need to book for two people and I need the reference number.|I have a train leaving at 18:11. Will that do?
That would work.  Can you book that please?|You train has been booked. Total fee is 19.6 GBP which is payable at the station. Your reference number is 5PVB9XYJ.
Perfect!  That is all I needed.  Thank you for the help.  Goodbye!|You're welcome. Have a nice day.
Are there any trains leaving from Cambridge on Thursday?|Yes there are. What is your destination?
I'm heading to Broxbourne.|We have trains leaving hourly from Cambridge to Broxbourne, starting at 5:01 for 17.90 pounds. What time would you like to leave?
I am looking for one that will arrive by 15:00|TR2125 leaves at 09:01 and arrives at 10:01. Would you like me to book that for you?
Yes, I would also like the reference number for the booking please.|Okay, how many tickets would you like?
I need that for 6 people.|You have 6 tickets on TR125 leaving Thursday at 9:01.  Reference number is PPP9YI7K.  107.4 GBP will be payable at the station.  Can I help you further?
No, I think I'm all set. Thank you very much for your help!|Have a great day!
I am looking for moderately-priced three-star guesthouse in Cambridge.|There are four guesthouses that meet your criteria. Do you need internet or parking?
It doesn't need to have free parking and I don't care about the internet. Which guesthouse can accommodate for 3 people?|I have located one hotel matching your search criteria, the Alpha-Milton Guest House. The phone number is 01223311625. Would you like to make a reservation?
I would like to call them myself please. Thank you.|Sure. Is there anything else I can help you with today?
Yes please. Can I actually have you book them? I need the reference number as well.|Sure. I will need to know how many people you would like to book it for, what day you would like and how many days you would like to stay.
I'll need the reservation for 3 people starting Saturday for 4 nights.|I have booked your stay at the alpha-milton guest house. The reference number is HS3MWJ10
Thank you, I will also need a train from Peterborough to Cambridge on Saturday. Is there anything available?|There are 38 trains from Peterborough to Cambridge on Saturday, all throughout the day. Can narrow down the time of day you wish to travel?
I wish to arrive before 12:45.|There are 14 trains arriving by that time. When would you like to leave?
Saturday from Peterborough to Cambridge for 3 people. I will need the reference number too please.|Right, Saturday, did you have a time you want to leave by? The trains leave every 30 minutes starting at 5:19
It doesn't matter when I leave, as long as I arrive by 12:45.|TR5538 leaves at 11:48 and will arrive by 12:38. Would you like for me to book this train for you?
Yes, for the same group of 3 people from before.|Your booking was successful. Reference number is PR8JE3DU and total is 39.59 GBP. Can I help you with anything else today?
No I think that will be it, thank you for your help!|You're welcome. Enjoy your time in Cambridge!
I need to leave london kings cross and arrive at cambridge by 11:00.|Do you have a day you want to travel on ?
I want to travel by train on Friday.|The TR5686 will have you in Cambridge at 10:08.
Great I need 6 tickets and the reference number.|Your reservation on the TR5686 train for 6 was successful. Your Reference number is : FD35AIJM.
Great. Can you also tell me about the bedouin restaurant?|Sure, the Bedouin restaurant is located in the centre of town at 100 Mill Road City Centre. Their phone number is 01223367660. They serve african food. Is there anything else?
Yes, what is there postcode?|their post code is cb12bd.
Great, that is everything I need.  May your day be filled with awesomeness.|thanks have a great day
I want a place to stay. Find me a hotel that includes free parking.|There are eight accomodations of the hotel type with free parking. What part of town do you prefer?
The west, please. And can I get free wifi?|The Cambridge Belfry is an inexpensive, 4 star option on the west side with free wifi and free parking.
Yes, that sounds like a good choice. Can you book it for me for 3 people starting Saturday? Thanks|Sure, I can do that.  How many nights would you like it for?
I would like to stay for 3 nights.|I was able to book the hotel for you. The reference number is BTTS9GYC. Is there anything else I can help you with today?
I need a train from norwich to get to the hotel by 16:30.|I have several available. When do you want to leave?
It doesn't really matter, just need to get there by 16:30.|Okay I have a train tat gets to Cambridge at 15:35. Would you like me to book that for you?
Yes please book that for the same group of people.|I booked 3 people departing Norwich on train TR8899 at 14:16 Saturday and arriving in Cambridge at 15.35. The reference number is 8XF0PN0Q. The fee is 42.24 GDP. Anything else?
Thank you for arranging the lodging and transportation. That's all I need. Goodbye.|Thanks for using us! Enjoy your trip!
I'm looking for an attraction called whale of a time.|Yes, Whale of a Time is entertainment located in the west on Unit 8, Viking Way, Bar Hill. Their phone number is 01954781018.
What is the postcode?|The postcode is cb238el
Great Thank you. I also need to look for a train departing from Ely to Cambridge on a Tuesday.|I can help with that.  What time did you need to travel?
I need to leave after 11:30 please.|The TR3412 leaves at 11:35, arriving at 11:52. Will that work?
Yes, that will work for me.|Would you like me to book this then?
Yes please book this train and give me the reference number.|How many tickets will you need?
I need 4 tickets, please.|Booking was successful, the total fee is 17.6 GBP payable at the station . Reference number is : MM13YYHP. Can I help you with anything else today?
Thank you so much. That will be all today. Goodbye|Thank you and have a nice day.
I want a place to stay in the north of town.|Okay, any other preferences? We have plenty of options.
I would like something with a 2 star rating if possible.|We have ashley hotel on chesterton road or lovell lodge on milton. Would you like me to book one of those?
Bood ashley hotel for 2 people and 3 nights starting from Thursday.  What is the reference number please?|Yes your reference number is N9AC95R7. I hope you enjoy your stay.
I am also looking for a train. Can you help me with that?|Of course. When would you like to leave by?
The train should go to cambridge and should leave after 21:15. The train should depart from birmingham new street and should be on the same day as the hotel booking|I have train TR3736 leaving at 6:40 and arriving at 9:23.  Would you like to book that?
I need the train to leave after 21:15. I also need it booked for two people.|How about train TR7324 that leaves at 21:40 and arrives by 24:23. Would you like to make reservations on that?
Yes please. I need tickets for 2 people.|Okay, booking was successful, the total fee is 150.19 GBP payable at the station. Reference number is : 3YS7IOSA. Anything else I can help you with?
That will be all today.. Thanks. Goodbye|Enjoy your stay in Cambridge!
I need to find a train headed to Cambridge that leaves after 10:00 AM. Can you help?|Sure! Where are you departing from and what day do you want to travel?
I'm departing from Leicester and leaving on Monday.|I think the train that you need is TR0032.  It leaves at 10:09 on Monday morning.  Do you have any more questions?
I need to make a booking for two. How can I do that?|Booking was successful, the total fee is 75.59 GBP payable at the station . Reference number is : VXQS41EF. anything else today?
I need a moderate priced Jamican restaurant.|i recommend cotto..phone-01223302010
Do they serve Jamaican food and is it in the Centre?|no they serve british food and they are at the centre
How about Italian food?|i have 9 places that serve italian food in the centre. i highly recommend zizzi cambridge. they are cheap but the food is great.
I only need their postcode please.|Their postcode is cb21ab. Anything else I can do for you?
No. That's all I need. Thank you.|your welcome, have a great day!
I need to catch a train on Thursday, departing from Birmingham New Street.|Okay and what is your destination please?
I am travelling to Cambridge.|Please specify your choice of time for departure and arrival
I need to leave after 14:45.|What time do you need to arrive by?
I don't have an arrival preference.|I have the TR2148 that leaves at 15:40 for 75.10 pounds. Would you like to book it?
Yes I need 6 tickets and the reference number.|Sure thing, I will work on that now and be back with you in a moment.
You should have replied with the booking information.  Please book this now or get me a manager.|Booking was successful! The reference number is: Z8267UZK. Is there anything else I can assist you with?
I'd like to find a guesthouse with free parking.|We have many fine options, but I recommend the Acorn Guest House in the north. Moderately priced, but 4 stars!
That'll work. Please book it for 6 people for 5 nights. We'll check in on Thursday|The booking for The Acorn Guest House was successful. Your reference number is 0TLAGN37. Is there anything else I can help you with?
No, thank you. I have everything I need at this time.|Thank you for calling. I hope you enjoy your trip. Goodbye.
I need to get out of Cambridge quick! Can you find me a train for tomorrow, Tuesday?|I can help you. What is your destination?
I would like to arrive to Cambridge from Broxbourne and would like to leave after 15:45.|A train is leaving Broxbourne at 16:32, arriving Cambridge at 17:32. Shall I book a seat for you?
Yes. I actually need 3 seats|The booking was successful.  Your reference number is Y25Y52KM.
Can you find me a place to stay in the centre. I don't need internet.|I'm sorry, I'm not finding any matches, would you like to try something else?
No thank you I will call back|Ok. Is there anything else you need? Information about attractions or a restaurant reservation perhaps?
Well, I do need a place to stay. How about one with free wifi in the centre of town?|Do you mind if it's a guest house? The Alexander Bed and Breakfast is an inexpensive 4 star guesthouse offering both free wifi and free parking.
No, I really would like a hotel in the centre with free parking and it can have wifi.|All of the 4 star hotels in the area are expensive. Would you like me to drop the star rating for you, or are you okay with it being expensive?
If there are no hotels with free parking in the centre, how about one with free wifi?|The university arms hotel sounds perfect: hotel in the centre of town, expensive, 4 stars, with internet and parking. Can I book a reservation for you?
I guess that will work book for 2 please|OK. What day will you want to check in, and for how many nights?
I would like to check in on Tuesday please. And I want to stay for one night.|OK, you're all set. Is there anything else I can do for you?
No thanks. That would be all. I appreciate your help. Take care. Bye.|Did you need a reference number or anything like that?
No thanks. I forgot I should wait to book until I am sure how many people we will have. Thanks though. Good night!|Okay, have a great day!
I need a train that is leaving on wednesday.|Do you have a destination in mind?
Yes, I need to get to Cambridge by 17:15.  From the Kings Lane station.|Do you mean Kings Lynn station for your departure site?
Yes. I need to book tickets for 8 people.|Okay I successfully booked it. Reference number is : MGYR3882.
Thanks.  I am also looking for some Korean food in the north part of town.|What is your price preference?
I don't have a preference.  Pick one that you like?|unfortunately, there aren't any korean restaurants in that area.
Then can I do a search for one that serves Italian food instead?|how about da vinci pizzria?
That works, can I get an address?|Yes, it's located at 20 Milton Road Chesterton. Do you need to book a table?
No thank you.  That was all I needed to know.  Thanks and goodbye.|Goodbye to you as well and have a nice stay!
I am currently in Cambridge and I am looking for train departure times.|I have over 1,400 trains available. Where is your destination and what day would you like to depart?
I would like to go to Leicester this Friday.|There are currently 202 departures.  May I have a destination and what time you would like to arrive?
I am departing Cambridge on Friday going to leicester and want to arrive by 13:30.|TR8080 departs Cambridge at 11:21 and arrives in Leicester at 13:06 for 37.80 pounds.  Will this work for you?
Yes. I also need a place to stay on the south side of the town. I would prefer something in the expensive price range.|I have the Lensfield hotel that is in the southern part of town and in the expensive price range. Would you like a booking?
yes please. two adults and one child.|What day would you like your stay at The Lensfield Hotel to start and for how many days?
I need more information before booking. How many stars does The Lensfield hotel have? Does it include free wifi?|The Lensfield has a 3 star rating and does include free wifi. Is there anything else you need to know?
Thank you. Out of curiosity, is that a guesthouse or hotel?|It is a hotel.
Fantastic. Please provide me with the address and phone number.|The address for the Lensfield Hotel is 53-57 Lensfield Road. Their phone number is 01223355017. Can I assist you with booking a room at the Lensfield?
No, thank you. I can take care of that on my own. I think that's all I need for today!|Wonderful. Please feel free to contact us again in the future. Have a great day.
I want a train leaving from norwich.|There are several trains leaving Norwich, what day are you leaving and where are you going? I also need the time you want to leave or arrive.
I would like to leave after 14:30 and go to Cambridge, please.|Which day are you planning to travel?
I'm planning to leave on Thursday.|I have a 5:16 departure to Cambridge that arrives at 16:36. Would that do?
As long as you mean a 15:16 departure, I'll take 8 tickets, please.|Yes the departure time is 15:16. I booked you for 8 on Train ID TR8040.  The Reference number is : 1HY8AJ7Y.
I'm also looking for a hotel to stay in. Preferably a 3 star one.|What area of town would you like? Do you have a price range in mind?
I don't have a preference for either, but I'd like it to be in the type of hotel. I'll also need free parking.|I have Gonville Hotel in centre area or The Lensfield hotel in the south area.  What is your preference?
The Gonville would be great, could you get me the phone number, price range, and postcode?|They are in the expensive range, located on gonville place, postal code cb11ly, they are reachable at 01223366611, may I assist with anything else?
No thank you for everything.|You are welcome. Have a good evening.
I need to find a college in town.|Do you have a preference as to which part of town the college is located?
I'd prefer somewhere in the west.|Churchill college is in the west part of town.
Can you tell me their address and postcode, please? And do they charge any entrance fee?|The address is storey's way postcode cb30ds.  Their phone number is 01223336233.  Entrance to the college is free.  Is there anything else I can help you with?
I am also looking for train schedules.  Can you help me with that?|I sure can. What day are you traveling and what is your departure city and destination?
I'm leaving sunday from cambridge going towards london kings cross.|I have 70 trains leaving cambridge and going to london kings cross.  What day would you like to travel?
I am traveling on Sunday.|Ok, great!  I have train TR7423 departing cambridge at 05:00 and arriving at london kings cross 05:51 on Sunday.  Would you like me to book this for you?
Yes, please. Can I get six tickets and a reference number once it's booked?|Your booking was successful.  The reference number is 2VRW842P.  Is there anything else I can help you with today?
No,thank you very much.|Have a wonderful day.
I need some help finding a place in Centre to eat, can you look it up for me?|There are a variety of restaurants to chose from.  Would you like Indian, Chinese, British, International fare or a Gastropub?
We would like to try a Portuguese place. Is there one available?|Oh you're in luck. I have one in the center called Nandos City Center. Would you like me to make a reservation for you?
Yes. Please reserve for 2 people on Tuesday at 15:15.|That booking was successful and your reference number is JM0RL39I.
Thank you.  I would also like a train leaving on Saturday going to Kings Lynn.|Okay, where are you departing from?
I am departing from Cambridge.|Well, I have great news. There are several trains leaving from Cambridge on Saturday. Would you like to book tickets for you and how many?
Yes please book 2 tickets.|Let's try and narrow this down some. What time do you want to depart or what time do you want to arrive by?
I would like to leave after 20:45|For how many people?
There will be 2 people.|Would train TR6633 arrving at 21:58 work?
Yes. I'd like to book that for two. Could I get the reference number please?|It has been booked. Your reference number is 1J07UJKY.
Thank for the help, goodbye!|Have a safe trip.
I need to find a train that goes to London Kings Cross from Cambridge please.|What day would you like to travel and when would you want to leave?
I need to leave on Thursday after 17:30.|The earliest departure I have for Thursday from cambridge to london kings cross leaves at 19:00.  Will this suit you?
Yes, that will work. Can you book me for five people please.|Booking was successful, the total fee is 118 GBP payable at the station. Your reference number is Z5QW0890. Is there anything else I can help you with?
Yes. I would like help in locating a place to go in town. A college in the east part of town.|There are no colleges in the east area of town. Would you like to check a different area or different type of attraction?
Yes, are there any museums in the east area?|4 museums located in the east area. Cambridge Artworks, Cambridge Museum of Technology, Gallery at Twelve a High Street, and Saint Barnabas Press Gallery. Do any interest you?
Yes could I have the address, telephone number and postcode of the Cambridge Museum of Technology?|They are located at the old pumping station, cheddars lane cb58ld phone number 01223368650
Thank you, that's all I need today.|Have a great day.
I am looking for a train departing ely and should arrive by 16:45.|I can help with that! There are a total of 42 trains departing from Ely. What is your destination so I can narrow this down for you?
I would like to go to cambridge on thursday|What time you like to leave?
It doesn't matter what time I leave as long as I'm there by 16:45.|There are 6 trains leaving that will get you there by 16:45, the closest TR3240 arriving at 15:52. Would you like to make a reservation?
Yes,  please make me a reservation for two people on TR3240 arriving at 15:52.|Booking was successful, the total fee is 8.8 GBP payable at the station. Reference number is : T4I7L6BG. Can I help with anything else today?
I'm also looking for a expensive restaurant in the north.|Sure, do you have a food preference?  I see Chinese, French, European and Asian Oriental.
Choose your favorite. I do need an address and post code, please.|How about The Hotpot? It is located at 66 Chesterton Road Chesterton and the postal code is cb41ep.
The Hotpot sounds great! Can you please make a reservation for Friday for 2 people at 8 pm?|Sure! Your reservation at the hotpot for Friday for 2 people at 8 pm is successful. Would you like a reference number?
