Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
Can you change the booking time to 11:45, and try again?|Alright, you're booked at 11:45 at the Meze Bar Restaurant. Your reference number is UXHS88M3. Will that be all for today?
Yes, that's everything I needed. Thank You!|Thank You! Goodbye.
I need a train from kings lynn, please.|What day and what time?
I would like to leave on Thursday and arrive by 15:15.|I found 10 trains that match. How about TR2788 that leaves at 05:11?
that sounds fine. book for 8 people and get me the reference number|I booked the train. Your reference is 8FYR7N4L and it was 78.4 total.
Great! Can you also recommend something interesting to do while I am in town?|Little saint mary's church	has some great architecture you could check out
Is that in the Centre? If so, could I get the postcode, and how much the entrance fee is?|Sure thing! their postcode is cb58bs and there is no entrance fees to get in
Great, that's all I needed!|Wonderful! Have a great day!
Can you help me find a train please?|Sure! Where are you headed?
I am headed to Cambridge this week.|Where are you leaving from, please?
I will leave from Leicester.|What day would you like to leave?
Friday is preferable.|There are trains running from Leicester to Cambridge every hour from 5:09 to 23:09 on Friday. Did you have a particular time in mind? Would you like to book tickets?
I'd like whichever arrives by 16:15 please.|TR6247 leaves Leicester at 14:09 Friday and arrives in Cambridge at 15:54. Will that work for you?
That will be fine. book for 3 people|Alright. Booking was successful. Your reference number is 87MI5OVY.
Thanks for your help. That's all I need.|You're welcome. Have a great day.
Hi, I am looking for a hotel to stay in in east cambridge.|Certainly, there are 6 guesthouses, and one hotel. Do you have any preferences I should include?
The hotel in question ideally would be in the expensive price range. It doesn't need to have free parking, though.|Your best bet would be the Express by Holiday Inn Cambridge. It is an expensive 2-star hotel in the east area of town with free wifi and free parking.
If there are not any hotels that do not include free parking then that place will do.|Great. How many guests should I make a reservation for and what nights would you like to stay?
There will be 3 guests for 2 nights starting Sunday.|I'm sorry, I was unable to book with those constraints, would you like to try another day or a shorter stay?
Would it be possible to book this for one night?|I was able to book one night starting Sunday for 3 guests. Your reference number is 1OOWMJEN. Would you like anything else?
Yes, I also need a train to Birmingham New Street.|I just need some more information. Where are you departing from? What day and what time do you need to leave and arrive by?
I would like to depart from cambridge on monday.|I have 19 available trains. TR6628 leaves at 08:01 and arrives at 10:44. Would you like me to book that for you?
Yes please, for the same 3 people. And can I have the reference number?|I've completed your booking! The reference number for your train is X4WPOS52. The total cost is 225.3 GBP and is payable at the station. Can I help with anything else?
No, that'll be all. Thank you so much for all of your help!|We are happy to be of help. Thank you for using our service.
Yes, I am looking for an early evening train leaving from Cambridge. Is there one available?|What day will you be travelling?
Tuesday going to bishops stortford please.|I have 10 trains for you on Tuesday. What time would you like to arrive by?
I would need to arrive by 16:30.|I have train TR8017 arriving at 16:07, is that good for you?
How much will it cost and how long will the trip take?|It is a 38 minutes drive and the cost is 10.10 pounds per person.
I also need a guesthouse to stay in. It doesn't need to have free parking or internet.|Let's narrow down our search. What price range would you like to be in?
What are my options for guesthouses? I'm not sure about the area, price, or stars.|Most of the guesthouses are cheap or moderate. Which of those price ranges works best for you?
You choose. Let me know the area, price range, and star rating of the hotel.|I recommend the A & B Guest House in the east. It's moderately priced and 4 stars.
That's great then, I'll talk to you sometime again.|Would you like me to book for you before you leave?
No thats it for today thanks !|You're welcome! Have a great day!
Can you find me a train from Cambridge to Leicester?|There are several what day and time do you want to leave or arrive?
I'd like to leave on wednesday and should arrive by 13:00|The TR2176 leaves Cambridge at 09:21 and gets into Leicester at 11:06. Will that work for you?
What is the price of that train?|The price is 37.80 pounds.  Would you like to go ahead a book a seat?
Yes, I would like to book a seat on that train. Thank you.|Just to clarify, am I booking just one ticket or more?
yes. also findme primavera's phone number|Booking was successful, the total fee is 37.79 GBP payable at the station .
Reference number is : 2Z3LQ075. What else did you need?
Thanks. I am also looking for the Primavera. It is an attraction.|yes its a very nice attraction.
Can I get their phone number please?|their phone number is 01223357708. can i help with something else?
No. That will be all. Thank you.|Thank you for contacting the Cambridge TownInfo centre. Goodbye
I need a place to dine during my trip. It needs to be in the east and serve northern european food.|I'm afraid I don't have any matches. Do you have any other preferences?
Can you see if there's any Indian restaurant?|Sure.  There is a moderately priced restaurant called Curry Prince.  Would you like to go there?
Yes. Please book us a spot for 7 people on Thursday at 13:00.|I was able to book you a table. Your reference number is F75434P4. Is there anything else I can do for you?
I also need a train on Thursday. London Liverpool to Cambridge.|There are three trains that arrive before 13:00. The closest arrival would be 11:07. What time would you like to depart?
actually i want to arrive before 10:45 if possible.|TR8805 will leave at 7:39 and arrive by 9:07. It will cost 16.60 pounds per ticket. Would you like to book seats?
Yes, I would like that for 7 people as well.|okay your total is 116.2 GBP payable at the station and your confirmation is 40B9LTO9.
Great thank you for all your help today.|Thank you for calling. I hope you enjoy your trip. Goodbye.
i want to go boating in the centre of the town.|There are two places you could go boating. One is on Mill Lane and one is on Chesterton Road. Which would you prefer?
I would like the phone number for the one on Mill Lane please.|That is 01223359750. The company is scudamores punting co. Can I help with anything else?
Yes I need a train going to Cambridge and arriving by 09:30.|There are multiple options but I need more information from you first. Where are you departing from and what day do you wish to travel?
I want to leave on Tuesday from Kings Lynn|TR9854 departs at 05:11 arriving at 05:58. Would you like me to book that for you?
Yes, please book for me.|Sure, just the 1 ticket?
I need the travel time and price.|The price of the ticket is 9.80 pounds and leaves at 5:11.  The duration of trip is 47 minutes. Anything else I can do?
No.  All set.  Thanks.|You're very welcome! Have a great day!
I need a train to cambridge on monday.|We have many trains heading to Cambridge on Monday. What is your point of departure for that day?
I want to go to ely and arrive by 11:15.|I'm sorry for the confusion, just to verify-are you departing from Cambridge with Ely as your destination?
No, sorry, I am traveling to Cambridge from Ely.|I have train TR2013 leaving at 5:50 and arriving at 6:07. Would you like to make reservations for that?
Yes please. Make a booking for 6 people and send me the reference number|You are booked and ready to go. Your reference number is 9QJPHZUT. Is there anything else I can help you with?
Yes I need a place to go in the centre.|In the centre, we have more than 40 attractions. Everything from museums, colleges, nightclubs, boating, theatres, etc. Is there something you have in mind?
What are the theatres options?|There are four theatre options all in the centre.  Would you like to try the Mumford Theatre?
Sure. What's the postcode?|postcode is cb11pt.
Thank you for your help. Have a great day.|your very welcome!
Could you please get me a train?|Sure I can help you find a train.  Where are you needing to go and where are you coming from?  What time do you need to leave by?
I am leaving Leicester and I need to leave by 20:30.|What is your destination and day of travel?
Cambridge and on friday. Can I just get the travel time for the train? Thanks!|The first train leaving after 20:30 is 21:09 and the travel time is 105 minutes.
That sounds perfect, thank you for your help.|Would you like me to book it for you?
No, that's OK, I'll get my tickets at the station. I just needed information.|Can I assist you with anything else today?
No, that's all. Thanks.|I'm sorry, I think I misunderstood you. You want to leave before 20:30.  You should book TR2602, leaving at 20:09. Travel time is 105 minutes.
Thank you for correcting that for me. Have a god day|Thanks for using Cambridge TownInfo centre today, and enjoy your weekend!
Good morning!  I need to take a train to Cambridge on Tuesday.|I'm sure we can accommodate you. Where are you departing from?
I'm looking to leave from ely and arrive by 12:15|Okay, the TR3412 leaves at 11:35 and arrives by 11:52. Would you like me to book tickets?
Yes, that would be great. I would like to book a ticket for 4 people.|I booked your train ride. Your reference number is CRLMATVB and it will cost 13.2 GBP when you go to the station.
Thanks. I am looking for an asian oriental restaurant in the centre. Do you have any?|I have options ranging from cheap to expensive. If price is no issue, Kymmoy is the best.
I need something moderately priced.|J restaurant meets your requirements.
Sounds good. Can I have their address?|Yes. The address is 86 Regent Street, City Centre. Can I book a reservation for you?
No, I'm just figuring out my options right now.  You have been very helpful, that is all I need for today.  Bye.|Let me know if I can help more.
Hello, I'm looking for a train to Ely. I need to leave on Saturday.|I see there are 10 trains leaving Ely on Saturday. Where would you like to go?
I do no want to leave Ely. I want to go TO Ely. I am leaving from Cambidge.|My apologies, there are 10 trains commuting from Cambridge to Ely on Saturday. What time would you prefer to depart by?
I don't have a departure time in mind but the train should arrive by 11:00.|TR0718 arrives in Ely at 10:07.  Would that work for you?
That works perfectly. I am also looking for a cheap place to stay. Can you help me with this?|Sure, I can help with that. Do you have an area, or amenites I should look for?
I'm looking for a 3 star hotel in the north area.|Hamiliton Lodge is a 3 star hotel with internet and parking in the north area. Would that work for you?
Is it in the moderate price range?|Yes it is in the moderate price range with a 3 star rating and also includes free parking and internet. Can I book a room for you?
Yes, for person and for 2 nights starting on thursday.|I was able to book the room for you on Thursday for 2 nights. The reference number is 73MSEUIQ. Is there anything else I can help you with?
That is all I need. Thank you.|You're quite welcome. Thanks for contacting Cambridge TownInfo centre and have a wonderful day.
I'd like some information about the El Shaddai.|It's a 0 star cheap guesthouse in the centre with free parking and internet.
Ok, great. Can I get their phone number please so that I can contact them?|Sure! El Shaddai's phone number is 01223327978. Can I help you with anything else?
Yes, please and thank you. I'd like to learn about the train schedule if you can help me with that? I'll be traveling from London King's Cross to Cambridge.|Sure what day will you be travelling?
I will be traveling on Saturday and would like to leave after 11:45.|i have train id number TR5729 leaving saturday at 13:17. would you like me to book a ticket?
Can I check on the arrival time of that train first?|It arrives by 14:08.
Thanks for the information. That's all I need.|I'm glad I could help. Have a wonderful day. Goodbye.
Hi.  I need to find a hotel, can you help me?|Yes, where would you like to stay and in what price range?
I would like to stay in the northern area. I don't have a specific price range, but the hotel doesn't need to have the internet.|I have several hotels and guesthouses available. Do you have a preference?
I prefer a hotel.|There are two hotels to choose from. Ashley Hotel and Lovell Lodge. Both are moderately priced and have wifi and parking.
How much is each hotel?|They are each moderately priced.  I don't have any more specific information.
Pick one for me. Book it for 1 person for 5 nights starting from wednesday.|I was able to book you at the Ashley Hotel. Your reference number is CPBUEMWR. It is located at 365 Milton Road in the north. Their phone number is 01223350059.
I am also looking for a train departing from cambridge that is going to london kings cross.|Which day would you like to leave on?
I'd like to leave on Monday after 8:30.|Sure, the first train to london kings cross leaves at 9:00. Shall I book it for you, if so for how many people?
just one person please.|Booking was successful on TR7409, the total fee is 23.6 GBP payable at the station. Reference number is : GSY1O89D. Can I be of any further assistance?
That's all I need today, thanks!|No problem.  Enjoy your travels!
Can you help me find a train for Wednesday, heading into Cambridge?|I have five trains that meet your criteria.
I'm departing from london liverpool street and would like to leave after 16:15. Does this help?|The TR2232 train is available. It departs wednesday at 17:39 from london liverpool to Cambridge. Would you like me to book you a ticket?
Yes please book me a ticket.|Just to clarify, would that be just one ticket or multiple tickets?
Oh wait, before booking I would like to know what the arrival time and travel time is on that train.|It will arrive by 19:07.  Do you need tickets?
I need to know the travel time before booking.|the travel time is 88 minutes.
Ok great. I don't need tickets. Could you find me a place to stay with free parking?|The allenbell is a cheap guesthouse on the east side with internet - would you like me to book it for you?
I need the place to be on the north side actually. Moderately priced and with free wifi|I see 9 options for you. Do you prefer a guesthouse or hotel?
I prefer a hotel if available for 7 people and 4 nights starting Wednesday. If that doesn't work then Friday, and I will also need a reference number.|I would recommend Ashley hotel. Would like me to make those reservations?
Yes, that sounds fine. I need it for 4 nights the same day. There will be 7 of us.|Your all set! Reference number is BUWAT3JY, anything else I can help you with today?
nope thank you for all your help.|You are welcome, enjoy your stay in cambridge.
Thank you! Good Bye!|Thank you for using the Cambridge TownInfo Centre.
Have you ever heard of the hotel Avalon?|It is a guesthouse in the north. Would you like more information?
Yes can you check for availability for 2 people and 3 nights starting from Tuesday?|Unfortunately it is unavailable for those days and time frame. Would you like to book another day or try a shorter stay?
How about just one night instead? I really want to try this hotel.|You got it.  Your reference number for 1 night is EC7FMNHC.  Is there anything else I can help with?
I am also looking for a train that goes from Cambridge to Broxbourne, are there any available?|Wen do you want to leave or arrive by?
I'd like to leave Wednesday after 09:45, please.|Booking was successful, the total fee is 17.89 GBP payable at the station .
Reference number is : PFUSQZIX.
What is the arrival time and train ID?|The train ID is TR6851.   The arrival time will be 11:01.
Than you for your help! That is all I need.|Thank you, enjoy your stay in cambridge.
I'd like a train leaving from London Liverpool Street on Wednesday, please.|Of course. What's your destination? Also when do you wish to leave and arrive by?
I am going to  cambridge & leaving after 11:15.|I have an 11:39. Would you like me to book that for you?
I'd like the train ID, price, and arrival time please.|The Train ID is TR4161, price is 16.60 and arrival time is 13:07. Would you like me to book that for you?
Yes, when is the arrival time on that? And how much for 1 ticket?|I have booked you a seat on the train leaving at 11:39 and arriving in Cambridge by 13:07. Total cost is 16.6 GBP. The reference # is Q0IMH7R0.
Thanks.  Could you also look up information for Jesus College?|They are a college located in the centre area, at jesus lane. Their entrance fee is free.
That's all I needed.|Great, glad I could help!
Can you give me some suggestions on restaurants? I'm interested in a cheap Mediterranean restaurant.|The Gardenia in Centre meets your specifications, would you like the address?
That sounds like a great restaurant. Is it really good?|Yes, it is wonderful food in the centre of town.  Can I reserve a table for you?
Sure! It's a party of 4, and we'd like to eat at 18:00 on Wednesday. Can I get the reference number, too?|Great I was able to book that reference number is 3HFQTSAU.
Thanks so much. Are you able to help with train schedules too?|Yes of course, can I get information on your departure and arrival locations?
I need to travel from Cambridge to Stansted Airport.|What day and time are you wanting to leave or arrive?
I want to leave from Cambridge on Thursday and arrive by 16:00 on that same day.|How about the TR6456? It arrives at 15:08.
That will work. Could you reserve 4 seats on that train for me?|I was able to book you 4 tickets. Your reference number is R9X7VU6W. Is there anything else I can assist you with?
No, that is everything that I needed.  Thank you so much for all of your help!  Goodbye!|Thank you for using our service today.
Help me find an expensive restaurant.|I would be happy to assist you. Is there an area of town that interests you?
No, but I'm looking for Corsican food.|I apologize, but I could not find a Corsican restaurant meeting your criteria.  Would you like to try a different food type?
Yes can you check the same area for chinese food please?|I have many, what area were to looking to dine in?
The area does not matter. But try European food please?|I found 5 restaurants that serve European food all over Cambridge. I recommend the city stop restaurant on the North side. Would you like me to make a reservation for you?
Yes please for 7 people at 14:15 on friday.|I have a table booked for 7 people on friday at 14:15, your reference number is JCTPEZT9.  Can I help with anything else?
yeah i also need a train|Could you tell me your departure site and destination?
cambridge. by 13:30 and should go to broxbourne|Ok, do you have a day of the week you want to travel?
I need to travel on monday please.|Okay. There are 10 trains matching your query. TR9605 departs at 14:01. Would you like to make a booking for that train or hear about other options?
No, just get me the Train ID.|The train ID is TR 9605. Is there anything else you need?
That was all thank you.  Goodbye.|Thank you for contacting us and have a nice day.
I am planning to visit Cambridge and I will need a place to stay.|I have many listing fitting that description, can you narrow down the specifications a bit?
The hotel I am looking for is called allenbell.|Allenbell is found in East region and in the price range of cheap and has a rating of 4 stars.
That works great. Can you book it for 3 people for 4 nights starting on Friday.|It has been booked reference number PIEH7MFG
Thank you. I appreciate that. Can you also help me find a train into Norwich?|Where are you leaving from?
I'll be leaving from Cambridge on tuesday.|There are 19 trains available on Tuesday. Did you have a departure or arrival time in mind?
Yes, actually. I'd prefer to leave sometime after 12:45, please.|For how many people?
For 3 people, please. And can I get a reference number please?|TR1659 departs at 14:36 on Tuesday. I have three seats booked for you. Your reference number is  BCP0Y15D and you will pay at the station.
How much will it cost me?|The cost is 17.60 pounds.
Great that's all I needed today, thank you.|We're happy to be of service. Thanks for using the Cambridge TownInfo Centre!
Hi, I'm looking to book a room in the ashley hotel.|Sure, on what day do you need the room and for how many?
First could you tell me what type of hotel this is and if they provide internet?|This is a hotel with a star of 2 that does indeed provide internet. Would you like for me to book it?
Yes. I am also looking for a train to peterborough from cambridge.|Certainly, what day would you like to travel and is there an arrival or departure time I can search for you?
Yes. The train should leave after 11:45 and leave on tuesday.|TrainID TR0613 leaves Cambridge to Peterborough at 12:06 on Tuesday. Does that work for you?
Yes, that works perfectly. Book a ticket for one person, and please send me the reference number. Thank you.|Your ticket has been booked. The reference number will be provided shortly.
Thank you so much.|The reference number is SXPJJGGN.
Great thank you for your help|Did you want me to book the Ashley Hotel for you?  If so, can I get the number of people and number of nights please?
No thank you.|Wonderful! You have a great evening.
I am looking for a train from cambridge|Certainly, where is your destination?
My destination is norwich.|There are 133 trains do you have a day and time you'd like to travel?
I need to leave Saturday after 17:00.|I have one leaving Cambridge at 17:36 and arriving in Norwich at 18:55. Would you like to book it?
What is the train id and price?|The train ID is TR4018 and the cost of the journey will be 14.08 pounds.
That's everything I needed to know thanks.|You're welcome. Have a great day!
Looking for atrain leaving on Tuesday to Cambridge.|I found 202 trains matching your request. Where is your destination?
That's a lot. I am going to Peterborough.|Are you wanting to arrive in Peterborough by a certain time?
The train should leave after 15:30 and should go to peterborough.|There are several trains that fit your requirements. Is there a specific time you'd like to arrive?
No, I can arrive at anytime.|Train ID	TR9561
Price	16.50 pounds Reference number is : YYF3B1A5.
Ok great, thanks for the help.|You are quite welcome. Do you need any further assistance?
No, that is all. Good bye.|Thank you so much for calling. Goodbye now!
I would like to know what tourist attractions are in the south end of town? Preferably something family friendly and moderately priced.|Are you perhaps looking for a hotel? I've got two moderately priced guesthouses on the south end.
I'm looking for a place to stay in the centre of town with some moderate pricing and they must include free parking, can you help me with that?|I am sorry but I am not finding anything in the moderate price range for the centre of town. However, I did find two in the south.
No let's try the east side of town.|Yes I have two options for you, both with free parking. both are guesthouses and one is a bed and breakfast.
Let's try the guesthouse. Could you please book it for 2 people for 3 nights from Thursday? I will need the reference number as well.|I successfully booked your room at the Warkworth House.  The reference number is UH7ZYX20.
I will also need a train on the same day as the hotel booking heading to Kings Lynn.|I have several trains heading to Kings Lynn on Thursday. Where and what time would you like your departure to be?
I need to depart from Kings Lynn aft 19:00 on Thursday.|I've found a train leaving Kings Lynn on Thursday at 19:11, would you like me to book that for you?
Hmm, how long is the travel time on that one? And when does it arrive? Can you get me the price, too?|Travel time is 47 minutes. Arrival time would be 20:58. Ticket cost would be 9.80
I'd like to get some Latin American food, nothing cheap, but shouldn't be expensive either.|I am very sorry, but I do not see any restaurants in the area that match your criteria.
Is there a restaurant that serves Italian food in the same price range?|We have 5 entries that match your search. Do you have a particular preference further?
What areas of town are those restaurants in?  I'd like addresses and phone numbers please.|Two are in the centre, one in the south, one in the west, and one in the east.
Just hook me up with whichever one you like the most.|How about Prezzo. It's at 21 - 24 Northampton Road. Postcode cb30ad. Phone number 01799521260.
That's great. Thanks! I'm also looking for a train to Broxbourne leaving after 21:30.|I can help with that, what day would you like to travel?
I would like to arrive on tuesday. And I am departing from cambridge.|I show trains departing on Monday after 21:30 or Tuesday after 21:30 all arriving on Tuesday.  Which day would you like to depart?
I would like to depart on Monday.  What will be the arrival time and price of that train?|Train TR9611 will arrive in Broxbourne at 24:01. It will cost 17.90 pounds. Would you like me to book a ticket?
That's ok. Thank you for all of your time today.|You are welcome. Have a beautiful day.
Hi, I am looking for information on a place to stay.|Sure, are you looking for anything specific?
Yes a four star hotel that is cheap.|The Cambridge Belfry is a cheap hotel with a 4 star rating.  It's at Back Lane, cambourne.  Can I book it?
Is that a guesthouse? That is the type I am looking for.|There are 7 guest houses that are cheap, which part if town did you have in mind?
I don't care about price. I just need a place to stay in the north that's 4 stars.|There are eight guesthouses in the north. I recommend home from home it has free internet and parking. Would you like me to book that?
I am looking for information in Cambridge.|What sort of information are you looking for?
Can I have some information about the Ashley hotel? Does it have internet?|Yes, Ashley Hotel has internet and free parking. It is located in the north and is on 74 Chesterton Road. Would you like me to book a room?
What is the price range of the Ashley? Also, it's a hotel, right? not a guest house?|it is moderately priced. can i book for you?
Not at this time but I would like a train departing from Stevenage going to Cambridge on a Monday leaving after 15:00.|TR9525 leaves at 15:54 will that work for you?
Yes, please make a booking for 5 people. Kindly give me the reference number when you have completed it.|your all set ref # is 4HJ91CVH. Anything else today?
That is all, thank you!|Ok. Thank you and goodbye.
I need to take a train out of Cambridge on Sunday.|Okay. What's your destination?
I would like to go to Stevenage after 08:00 please.|TR6488 leaves at 09:21 and gets to Stevenage by 10:10. Will that train work for you?
Can I make a reservation for 2 people and get a confirmation number?|I have confirmed booking for 2, the total fee is 20.48 GBP payable at the station. Your reference number is MRVAFSWE. Would you like help finding anything else?
I also need to find an attraction called kings hedges learner pool.|kings hedges leaner pool is located at jedburgh court, kings hedges. their phone number is 122 335 3248.
What is the postcode?|The swimming pool's postcode is cb42xh. Do you need any more information?
That is all, thank you very much for the help!|The Parkside Police Station phone number is 01223358966 located Parkside, Cambridge CB11JG
Thank you. That's all I needed.|Okay. I am glad I could be of assistance.
I need a train into cambridge on wednesday, please.|I can certainly find one for you. Can you tell me where you will be departing from?
Sure.  I'm leaving from Cambridge.|You're leaving from cambridge going to cambridge?
No. I need to leave from leicester and arrive in cambridge. I also need to arrive by 10:15.|TR7703 will depart leicester Wednesday at 8:09, arriving in cambridge by 9:54, would you like to book a ticket?
Yes I would like to book a ticket on TR7703 for Wednesday morning, thank you.|Booking was successful, the total fee is 37.79 GBP payable at the station. Reference number is : KW6ZO219. Is there anything else I can help with?
Okay great. Thank you for your help.|Okay great. I am glad I could be of help!
I need to catch a train in Broxbourne on Wednesday.|What time would you like to leave Broxbourne?
I need to arrive in Cambridge by 17:15 please.|There is a train arriving in Cambridge by 7:32.
Train ID please and thank you|I'd suggest TR5972, it departs at 15:32 arrives by 16:32. It costs 17.90 pounds per ticket.
Thank you I also would like a place to eat in the centre that serves afternoon tea food.|No record match your search, can I try anything else?
How about one that serves international food?|I have the varsity and the bloomsbury restaurants when would you like to book
I would like to book at Varsity for 5 people around 20:45 on the same day I arrive.|No problem!  I have a table booked for you.  Your reference number is KFUNWVWH.  What else can I do for you?
Nothing else for today. Thank you.|Have a good day!
I need a restaurant that is in the expensive price range and that serves Indian food.|Tandoori Palace is on the west side.  Would you like me to book a table?
That would be wonderful, yes please.|Alright. Can you give me more information on your party?
Please give me their address first.|Certainly, they are located at 68 Histon Road Chesterton, would you like me to book you now?
I also will need a train departing from cambridge going to birmingham new street.|What time would you like the train to be for?
I would like a train to leave after 10:30 on Saturday.|We have five trains leaving around that time, do you have a time that you need to arrive by?
No, I am just looking for a train that leaves after 10:30, as close to 10:30 as possible.|Okay, the train you want is the TR5669, which leaves at 11:01.
Could you book that for 3 people please? I'd also like to get the reference number.|Sure, your reservation number is OWUZBV5P. Is there anything else I can assist you with?
No thank you. That was all I needed.|Thank you and enjoy your visit to cambridge. Have a great day.
I would like to find a college to visit.|Is there a specific area you would like to visit?
No, just Cambridge in general. I'd also like to know any entrance fees, please.|Most of the colleges in town have free entrance fees. I'd recommend Christ's College on Saint Andrew's Street in the centre. It has free admission.
Cool, I also need a train ticket leaving london liverpool st and I am going to cambirdge|okay what day will you be traveling and when would you like to leave?
I will be traveling on wednesday after 15:30.|I have one leaving at 15:39 will this work?
Yeah that will be fine can you book this please?|You will need to pay 16.6 GBP at the station but the booking was successful, your reference number is RWDSKR05.
Can you let me know that train ID so I can find it?|The train id is TR7978. Can I help with anything else?
No, that will be all for today. Thank you!|You are welcome, enjoy your stay in Cambridge.
What train can I take to get to Cambridge from Leicester?|I can definitely help you with finding a train. It would help to start with which day you would like to travel on.
I need to leave on Friday.|What time would you prefer?
I'd like to leave after 9, and I need one ticket, please.|Booking was successful, the total fee is 37.79 GBP  and it is payable at the station
Could I have the reference number please?|Absolutely, the reference number for your booked space is TCR6N0NV. Is there anything else I can help you with?
I am also looking for moderate priced Asian food.|Are you looking for asian oriental? If so, I have the Yippee Noodle Bar in the centre of town. Would you like more information or a reservation for them?
Yes, that sounds good. Please book a table for 1 at 20:00 on friday.|I have a table reserved for you. Your reference number is 0znem1mc. Can I help you with anything else?
No, that is all. thanks, goodbye.|Have a good day.  Good bye.
I'm looking for a train departing from Stantsted Airport going to Cambridge.|I found 133 train trips, do you have a date and time you would like to travel?
I want to leave on wednesday and arrive by 10:15.|There are 5 trains arriving by 10:15, would you like to book one leaving at 8:24 and arriving at 8:52?
Yes, that will be good!  I need eight tickets, please.|You now have 8 tickets on the TR7667. Your reference number is A1S8REZC and your total will be 80.8 GBP, payable at the station. Is there anything else I can do for you today?
Can you also give me some information on the Leverton House hotel?|I certainly can. What would you like to know about the Leverton House?
What is the address of the hotel?|The address is 732-734 newmarket road. Do you need any more information?
What is their phone number?|Their phone number is 01223292094.
Thanks! That's all I needed. Goodbye!|You're welcome.  Please let us know if you need any more assistance?
I am looking for something entertaining in the south.|We have several attractions in the South. Which would you be most interested in; cinema, entertainment, museum, night club, park or theatre?
I am looking for an entertainment type attraction.|great! i have two options for you to choose from!
Just pick one for me and send me their poscode, phone number and address.|Nusha is located at Unit G6, Cambridge Leisure Park, Clifton Road. Their post code is cb17dy, and their phone number is 01223902158.
I also need a train from broxbourne.|I'd love to help! Where is the destination?
I'm going to Cambridge, leaving after 13:00.  I'll need to book for 7 people.  Can I get a reference number too please?|I booked you with TR7015 your reference number is K1AY8EKU.
Was that train on Saturday?  I don't remember telling you the day.|Sorry, I can fix that.  Did you need it for Saturday?
Yes please can you help?|Yes, I was able to fix that. I have a booking for seven people to leave Broxbourne on Saturday at 13:32. Total fee is 100.24 GBP, payable at the station. Reference number is WZZMBZQ4. Is there anything else?
No, I'm all set. Thanks!|i am glad i can help enjoy your stay !
I want general information on entertainment type places to go in the south.|Nusha and tenpin are two entertainment places in the south.  Are you interested in more information on one of them?
Yes, please give me the postcode and phone number to both places.  Thank you!|Nusha's phone number is 01223902158, and postcode is cb17dy. Tenpen's phone number is 08715501010, and postcode is cb17dy.
thank you thats alll that I need|Is there any other info you need?
No, I am all set.|Have a great time.
I think we're all done here. Thank you!|Your welcome. Have a great day.
I am traveling to Cambridge and am looking for the restaurant called Da Vinci Pizzeria.|I have found that restaurant for you, would you like the address?
Yes, can I get the address and phone number please?|The phone number is 01223351707 and the address is 20 Milton Road Chesterton
thanks! I also need a train that should leave after 17:45 on sunday|Sure thing where will you be traveling from and to?
I am in Peterborough and I need to go to Cambridge|I have train TR1809 leaving at 19:48 and arriving at 20:38. Would that suit your schedule?
Yes, thank you, I just need the price.|The price for one ticket would be 13.20 pounds.
That's all I need.|It was a pleasure to help you. Have a nice night. Goodbye.
I need a train to go from Cambridge to Norwich.|What day of the week are you looking to travel?
I am traveling on Sunday|What time would you like to leave or arrive by?
I would like to arrive by 13:45.|I have the TR7438 that will arrive at 12:55. Would you like a booking made today?
I would like to book that train for 4 people please.|7G6OJ8G2 is your  confirmation code. May I help you further?
yeah, I'm also looking for a place to stay. I don't like hotels, so a guesthouse would be better. Moderate in price.|There are several moderate priced guesthouses do you  have a preferred area that you want to stay in?
Yes, the hotel should be in the east and doesn't need to have free parking.|a and b guest house is a guesthouse in the east and it is moderate. Shall I book it ?
can I have the star rating and idf they have wi fi ?|The star rating is 4 and they do have free wifi.
OK, that's all I need for now. Thanks.|Great. I hope you have an excellent day.
Thanks you too Goodbye|Great! Have a good day.
Hello, I'd like to dine at a cheap restaurant in the centre. What do you suggest?|There are several what kind of food do you want?
How about Chinese food?|Try dojo noodle bar located at 40210 Millers Yard City Centre
Thank you. I am also looking to book a train which leaves on Sunday after 21:15.|I can definitely help with that. Where will you be traveling from/to?
I'll be going to broxbourne from cambridge.|The TR3697 leaves at 22:01 and arrives by 23:01. Would you like me to book this train?
Yes can you book that for 6 people and give me the reference number?|Booking was successful, the total fee is 85.92 GBP payable at the station. Reference number is : S9DHM1KG. Can I help with anything else today?
Great that was all I needed today, thank you for your help|You are welcome. Have a lovely day.
I want to find a place called Shiraz Restaurant please.|I have found Shiraz Restaurant located at 84 Regent Street City Centre, would you like me to book you a table?
No thanks, I just need the postcode.|Sure, the postcode is cb21dp.  Is there anything else I can help you with today?
I am also looking for a train from birmingham new street to Cambridge.|No problem. For what day?
Monday, and I need for it to arrive by 21:15.|TR3130 will arrive by 20:23 if that works for you?
Can you give me the departure time, travel time and the price?|TR3130 leaves Birmingham New Street at 17:40 and it arrives in Cambridge at 20:23.  The price is 75.10.  The travel time is 163 minutes.
Great, thanks. I think that's all I needed. Have a good day. Thanks.|Okay. Glad I could be of help.
Thank you.|Thank you for contacting Cambridge TownInfo centre.  I hope you have a pleasant trip!  Goodbye!
Can you help me find a train going to cambridge departing from norwich?|Certainly! What day are you traveling?
My meeting is on Wednesday.|Do you have a preferred arrival or departure time?
